text,sentiment,category
oh grand central station zero bench find waiting extra hour made miss guess hate homeless people people disability aging adult,-0.3182,neu
bad faith nature tweet aside genuinely idea state besides ask city deal,-0.1779,neu
study also look acceleration hopefully give big incentive put diet,0.6369,neu
day mon run weekday schedule plan trip traintime,0.0,neu
born taking look imagine happy birthday imagine art mural street central park west via,0.5719,neu
drove old worker six month since article written many project photo fallen crack,-0.3612,neu
dog remember police recently,0.0,neu
dog museum,0.0,neu
really sad announce accessible station policy failure,-0.7713,neg
subscription screen sink sing rio best mid valentine gig one delete sadly pass away,0.34,neu
museum,0.0,neu
construction work going end work thought finished week,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
need stop annoying,-0.5994,neg
museum,0.0,neu
headquarters project city park avenue thought broke ground old building covered weed tall,-0.4215,neu
museum,0.0,neu
museum,0.0,neu
pearl angle museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
pearl angle museum,0.0,neu
ae museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
subway,0.0,neu
subway jay,0.0,neu
museum,0.0,neu
bus stop,-0.296,neg
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
men human one man stepped criminal scenario green criminal danger,-0.8807,neg
pearl angle museum,0.0,neu
museum,0.0,neu
following trip run central park much service bus operator available see next bus arrive,0.0,neu
hey time make illegal wear mask platform helping criminal disguise mask far much help criminal already,-0.8176,neg
service advisory due emergency personnel activity area subway service currently suspended station state center bus bridge place accommodate passenger,-0.6908,neu
yep day young man work retail sale famous brand told even though afford work late take home village crime issue huge economic dent hidden tax worker,0.0,neu
literally story highlight exact opposite situation bus operator story faced conflict policy open stroller policy open stroller place bus operator never would conflict,-0.296,neu
original draft draft clear downgrade worsening service queen rider making service pattern complicated increasing gap service reverse peak,0.2263,neu
port branch draft timetable comparison draft one first peak unfortunately skip woodside gap service minute flushing,-0.34,neu
hate,-0.5719,neg
hey time make illegal wear mask platform helping criminal disguise mask,-0.7783,neg
really think employee,0.0,neu
museum,0.0,neu
museum,0.0,neu
art museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
museum,0.0,neu
happy see art,0.5719,pos
museum,0.0,neu
museum,0.0,neu
safe revolution win,0.7717,pos
back move bitch get way humor subway,-0.4019,neu
matter time operator get situation policy said local vice president bus operator worry conflict stroller space,-0.6249,neu
saw guy take photo poetry honestly mood good,0.7096,neu
glaringly obvious left,0.0,neu
never forget new map route finder based lie run time,0.1695,neu
usually mezzanine take time crime duck area meanwhile take issue get suspension since thing told intervene well,-0.34,neu
due police activity bus bridge west mill ask customer please plan allow extra time travel,0.4939,neu
move tu time,0.0,neu
get,0.0,neu
lafayette stopped minute,-0.2263,neu
tired recently,-0.4404,neg
megalopolis either keep fare structure way prepared pay commuter payroll tax like still people fare,0.4588,neu
following trip run central park much service bus operator available check travel,0.0,neu
following trip run south central park much service bus operator available check travel,0.0,neu
yes cover tweet gallery,0.4019,neu
patty always,0.0,neu
guy think know people work weekend,0.0,neu
think say,0.0,neu
due signal testing queen village departure time branch today westbound min later usual see special schedule weekend,0.4019,neu
local express local express,0.0,neu
mahatma khan done thanks,0.4404,neu
get bacon egg cheese way work cause late pay delivery fee,-0.1027,neu
well family reason meal last weekend quiet dinner,0.2732,neu
due weekend switch repair eastbound branch min usual today westbound leaving min later usual see special branch weekend schedule,0.4019,neu
bus broadway see bus west tell,0.0,neu
sadly show failure lazy get homeless mentally ill subway city gone hell hand basket,-0.9153,neg
recent support ally original tweet link,0.6124,pos
forget century,-0.2263,neg
express local express local,0.0,neu
subscription trip automatically day see list holiday still trip use see call book day prior,0.4019,neu
fun thankful request kept redaction minimum also report impressive work also thank staff worked consultant,0.9153,pos
step care many people sleeping ground unacceptable must seriously let know help homelessness,0.296,neu
happy thanksgiving sexy man,0.7964,pos
happy thanksgiving,0.5719,pos
special thanks local authority responsible party indifferently turn blind eye matter,0.8074,pos
unfortunate one,-0.4588,neg
great interview,0.6249,pos
better like even depend time put never actually come time,0.6597,neu
forum de euphoria heartbreak high de,0.1531,pos
optimal today mild clear rain snow wind morning evening major road currently dry wear light jacket good certain line part suspended,0.7184,neu
